,Brand,Model,Engine Capacity (CC),Transmission Type,Year,Features
2588,Nissan,Other,More than 3000,Automatic,2014,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
2589,Daihatsu,Terios,1400 - 1500,Manual,2009,[]
2590,Renault,Megane,1600,Automatic,2000,"['ABS', 'Air Conditioning', 'AM/FM Radio', 'Aux Audio In', 'Fog Lights', 'Power Mirrors', 'Power Steering', 'Power Windows']"
2591,Volvo,XC90,1800 - 2000,Automatic,2020,"['Keyless Start', 'Navigation System', 'Power Locks', 'Touch Screen']"
2592,Ford,Focus,1000 - 1300,Automatic,2016,[]
2593,Kia,Cerato,1600,Automatic,2022,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Leather Seats', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Rear View Camera', 'Touch Screen', 'USB Charger']"
2594,Renault,Megane,1000 - 1300,Automatic,2022,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Sunroof', 'Touch Screen', 'USB Charger']"
2595,Suzuki,Maruti,0 - 800,Manual,2008,['Power Locks']
2596,Hyundai,IX35,1600,Automatic,2014,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Sunroof', 'Touch Screen', 'USB Charger']"
2597,Seat,Leon,1000 - 1300,Automatic,2014,[]
2598,Peugeot,508,1600,Automatic,2016,"['ABS', 'Air Conditioning', 'Airbags', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'Fog Lights', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Windows', 'USB Charger']"
2599,Skoda,Octavia,1400 - 1500,Automatic,2023,[]
2600,Hyundai,Elantra,1600,Automatic,2021,[]
2601,Mercedes-Benz,GL-Class,More than 3000,Automatic,2023,[]
2602,Chery,Arrizo 5,1400 - 1500,Automatic,2020,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Sunroof', 'Touch Screen', 'USB Charger']"
2603,MG,MG 5,1600,Automatic,2021,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Sunroof', 'Touch Screen']"
2604,Kia,Sportage,1600,Automatic,2017,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
2605,Suzuki,Swift,1000 - 1300,Automatic,2022,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'EBD', 'Fog Lights', 'Keyless Start', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Rear View Camera', 'Touch Screen', 'USB Charger']"
2606,Seat,Leon,1400 - 1500,Automatic,2022,[]
2607,DFSK,Other,1400 - 1500,Manual,2010,[]
2608,Renault,Sandero,,Automatic,2016,[]
2609,Nissan,Sunny,1600,Automatic,2017,"['Alarm/Anti-Theft System', 'AM/FM Radio', 'Bluetooth System', 'Keyless Start', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Steering', 'Power Windows', 'Roof Rack', 'Sunroof', 'USB Charger']"
2610,Kia,Cerato,1600,Automatic,2017,"['ABS', 'Air Conditioning', 'Airbags', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Off-Road Tyres', 'Parking Sensors', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
2611,Jac,J7,1600,Automatic,2022,"['ABS', 'Air Conditioning', 'Airbags', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Leather Seats', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Rear View Camera', 'Sunroof', 'Touch Screen', 'USB Charger']"
2612,Fiat,Tipo,1600,Automatic,2020,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Navigation System', 'Parking Sensors', 'Power Locks', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Touch Screen', 'USB Charger']"
2613,Volkswagen,Jetta,1400 - 1500,Automatic,2012,"['ABS', 'Air Conditioning', 'Airbags', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'USB Charger']"
2614,Mercedes-Benz,E200,1600,Automatic,2022,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
2615,Peugeot,3008,1600,Automatic,2015,"['ABS', 'Air Conditioning', 'Airbags', 'AM/FM Radio', 'Aux Audio In', 'Cruise Control', 'EBD', 'Fog Lights', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Sunroof']"
2616,Mercedes-Benz,E200,1600,Automatic,2019,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
2617,Peugeot,508,1600,Automatic,2018,[]
2618,Audi,A4,1400 - 1500,Automatic,2018,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Touch Screen', 'USB Charger']"
2619,Proton,Saga,1000 - 1300,Automatic,2022,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'EBD', 'Fog Lights', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Rear View Camera', 'Touch Screen', 'USB Charger']"
2620,Geely,Emgrand 7,1600,Manual,2014,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Bluetooth System', 'EBD', 'Fog Lights', 'Leather Seats', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'USB Charger']"
2621,Mitsubishi,Lancer,1600,Automatic,2016,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'EBD', 'Fog Lights', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'USB Charger']"
2622,Mercedes-Benz,CLA 200,1000 - 1300,Automatic,2023,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
2623,Nissan,Sunny,1400 - 1500,Automatic,2022,"['ABS', 'Air Conditioning', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Fog Lights', 'Keyless Start', 'Navigation System', 'Parking Sensors', 'Power Locks', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Touch Screen', 'USB Charger']"
2624,Porsche,Cayenne,More than 3000,Automatic,2022,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
2625,Audi,Q7,1800 - 2000,Automatic,2022,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
2626,Mercedes-Benz,GLC 300,1800 - 2000,Automatic,2022,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
2627,Hyundai,Getz,1600,Manual,2009,"['Power Locks', 'Power Steering', 'Power Windows']"
2628,BMW,X2,1400 - 1500,Automatic,2020,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'USB Charger']"
2629,Jeep,Liberty,2200 - 2800,Automatic,2004,[]
2630,Mitsubishi,Lancer,1600,Automatic,2017,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'EBD', 'Fog Lights', 'Keyless Start', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Sunroof', 'Touch Screen', 'USB Charger']"
2631,Nissan,Sentra,1600,Automatic,2023,"['ABS', 'Air Conditioning', 'Airbags', 'Bluetooth System', 'EBD', 'Fog Lights', 'Parking Sensors']"
2632,Kia,Soul,1600,Automatic,2015,"['Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'EBD', 'Fog Lights', 'Navigation System', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Touch Screen', 'USB Charger']"
2633,Audi,A3,1400 - 1500,Automatic,2022,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
2634,Ford,Focus,1400 - 1500,Automatic,2023,[]
2635,Land Rover,Evoque,1400 - 1500,Automatic,2023,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
2636,Land Rover,Velar,1800 - 2000,Automatic,2021,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
2637,Land Rover,Range Rover Sport,More than 3000,Automatic,2022,[]
2638,Porsche,Cayenne,More than 3000,Automatic,2023,[]
2639,Land Rover,Velar,1800 - 2000,Automatic,2022,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
2640,Mercedes-Benz,C200,1400 - 1500,Automatic,2022,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
2641,Mercedes-Benz,E300,1800 - 2000,Automatic,2022,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
2642,Kia,Rio,1400 - 1500,Automatic,2014,"['Air Conditioning', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Fog Lights', 'Leather Seats', 'Navigation System', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Rear View Camera', 'Touch Screen', 'USB Charger']"
2643,Mercedes-Benz,GLC 300,1800 - 2000,Automatic,2023,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
2644,Mercedes-Benz,CLA 200,1000 - 1300,Automatic,2022,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
2645,Peugeot,2008,1000 - 1300,Automatic,2022,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Touch Screen', 'USB Charger']"
2646,Audi,Q2,1400 - 1500,Automatic,2020,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
2647,Hyundai,Elantra,1600,Automatic,2021,"['ABS', 'Air Conditioning', 'Airbags', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'EBD', 'Fog Lights', 'Leather Seats', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Roof Rack', 'Sunroof', 'USB Charger']"
2648,Mercedes-Benz,GLS,More than 3000,Automatic,2023,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
2649,Jeep,Grand Cherokee,More than 3000,Automatic,2022,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
2650,Volkswagen,Passat,1600,Automatic,2011,"['AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Steering', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
2651,Hyundai,Tucson,,Automatic,2020,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
2652,Nissan,Sentra,1600,Automatic,2019,"['ABS', 'Air Conditioning', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Parking Sensors', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
2653,Brilliance,V5,1600,Automatic,2013,"['ABS', 'Air Conditioning', 'Airbags', 'AM/FM Radio', 'Aux Audio In', 'EBD', 'Fog Lights', 'Keyless Start', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Sunroof']"
2654,Daewoo,Nubira,1600,Manual,1998,[]
2655,Mercedes-Benz,S400,More than 3000,Automatic,2014,[]
2656,Audi,Other,,Automatic,2023,[]
2657,BMW,340,,Automatic,2019,[]
2658,Citroen,C5,1600,Automatic,2020,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
2659,Opel,Astra,1400 - 1500,Automatic,2021,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'EBD', 'Fog Lights', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Steering', 'Power Windows', 'USB Charger']"
2660,Mercedes-Benz,CLC-Class,1800 - 2000,Automatic,2022,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
2661,Jaguar,F-Pace,1800 - 2000,Automatic,2022,"['ABS', 'Air Conditioning', 'Airbags', 'Alarm/Anti-Theft System', 'AM/FM Radio', 'Aux Audio In', 'Bluetooth System', 'Cruise Control', 'EBD', 'Fog Lights', 'Keyless Start', 'Leather Seats', 'Navigation System', 'Off-Road Tyres', 'Parking Sensors', 'Power Locks', 'Power Mirrors', 'Power Seats', 'Power Steering', 'Power Windows', 'Premium Wheels/Rims', 'Rear View Camera', 'Roof Rack', 'Sunroof', 'Touch Screen', 'USB Charger']"
